,Unnamed: 0,product,desc,product_id
123,123,HARLEY 2-pack basic tee,solidstripemixed solidpatternpatternmelange girl jersey basic young basic underwear girl jersey shortsleeved top cotton,124
124,124,Flirty Maria 2p Hawaii,solid accessory hair accessory woman small 45 cm flower metal length clip hair fabric,125
125,125,Astaire 1p Overknee,solidmelange sock socksshopbasket tigh sock nightwear woman containing sock knit overtheknee fine soft wool,126
126,126,20 den 2p Tights,solid tights basic tigh sock nightwear woman elasticated 20 waist denier tights,127
127,127,Magic Gloves 2pack,solidglitteringmetallic woven knit accessory divided fineknit glove,128
128,128,V-NECK LS SLIM,stripe basic men underwear cottonblend tshirt vneck slim jersey stretch fit longsleeved,129
129,129,Cap Paco Solid CO,solid accessory men accessory embroidered blend back cotton small fastener cap plastic detail adjustable,130
130,130,Paco solid flatpeak,melange accessory men accessory embroidered blend back cotton small fastener cap plastic detail adjustable,131
131,131,Mama 200 den Tights,solid tights basic tigh sock nightwear woman matt extra tights denier room opaque growing 200 tummy,132
132,132,Push Up 30 den 1p Tights,solid tights basic tigh sock nightwear woman elasticated 30 pushup waist denier shape tights lift,133
133,133,RAF basic rollerneck SB 2-p,solid jersey kid basic boy boy basic underwear organic cotton poloneck jersey top longsleeved,134
134,134,RAF basic 2-pack rollerneck SB,solid jersey kid basic boy boy basic underwear organic cotton poloneck jersey top longsleeved,135
135,135,Basic 4pk studs,solid jewellery accessory woman small size various earring,136
136,136,Emma long-john PJ (K),printmelange patternplacement nightwear tigh sock nightwear woman elasticated legging cuff top waist hem jersey pyjama ribbed longsleeved,137
137,137,Fancy long Leg Leggings,melange 1 basic divided basic jersey waist elasticated legging,138
138,138,Helsinki,solid jersey basic basic everyday woman neckline button lowcut long henley top placket fitted vneck cotton jersey soft ribbed sleeveslongsleeved,139
139,139,Ingrid,stripe jersey basic basic everyday woman neckline button lowcut long henley top placket fitted sleeve cotton jersey soft,140
140,140,Theron,solidmelange jersey basic basic everyday woman drawstring hood pocket cuff front hem side ribbing jacket lined zip fabric sweatshirt,141
141,141,Theron (1),melangesolid jersey basic basic everyday woman drawstring hood pocket cuff front hem side ribbing jacket lined zip fabric sweatshirt,142
142,142,Lima l/s,melangesolidstripe 1 basic divided basic top jersey fitted longsleeved,143
143,143,Support 70 den 1p Tights,solid tights basic tigh sock nightwear woman elasticated shiny calf encouraging circulation leg also waist 70 thigh tights shape denier blood semi tummy,144
144,144,Tess tee (1),melange 1 basic divided basic long sleeve tshirt sewnin jersey turnup,145
145,145,BASIC JERSEY TIGHTS OC,solid basic baby complement essential baby elasticated legging waist organic cotton jersey soft,146
146,146,AOP Leggings,patternplacement printglitteringmetallic jersey d dstrousers fancy divided selected patterned elasticated legging waist jersey,147
147,147,Fix it tote bag,solid bag accessory big woman strap detachable inner soft one 27x31 top size handbag leather two lined shoulder cm handle three zip compartment imitation,148
148,148,MILL blocking tights,solid men bottom sport men hm sport pocket drawstring running back hem mesh fastdrying concealed waist ventilating fabric detail section key zip breathable functional tights elastication reflective,149
149,149,Matt black SF regular fit blz,solid blazer st men suit tailoring creates pocket pocket singlebreasted back flap gently inner notch fit trouser good classic tailored shoulder button waist search two single lined jacket fabric comfortable chest front woven decorative room vent regular silhouette 0391772 cuff buttonhole matching movement narrow combined shaped lapel,150
150,150,Manson SF slim fit blazer,solidmelangestructure blazer st men suit tailoring creates pocket pocket singlebreasted fitted back 0391750 flap inner one notch fit trouser button waist sleeve search two single lined jacket fabric button chest front woven decorative vent silhouette slightly cuff buttonhole narrower taper slim matching narrow combined lapel,151
151,151,CALVIN running shorts,pattern men bottom sport men hm sport pocket drawstring running back short fastdrying fit concealed perforated short waist lined fabric detail section key side zip breathable regular functional tights elastication reflective,152
152,152,Minna highwaist leggings (1),solid 1 basic divided basic elasticated legging waist sturdy jersey ribbed highwaisted,153
153,153,Straight Edge 5p Socks,solidmelangecontrast sock shopbasket tigh sock nightwear woman fineknit blend sock cotton soft,154
154,154,Silver lake,solidpatternstructureneps knitwear everyday woman collection neckline slightly blend purlknit sleeve cotton 34length wider jumper,155
155,155,Basic Henley body,solidstripe basic baby complement essential baby cuff top pressstuds organic cotton bodysuit jersey ribbing crotch ribbed longsleeved,156
156,156,Basic Hood,melangesolid basic baby complement essential baby hood cuff jerseylined front organic hem cotton brushed ribbing jacket zip inside made fabric sweatshirt,157
157,157,Santa Hat,placement print accessory men accessory turnedup motif detachable fineknit pompom top hem text pile beard hat,158
158,158,2P SS Girly PJ,pattern baby nightwear complement essential baby pressstud short leg organic sleeve cotton fastening jersey soft allinone pyjama,159
159,159,Skinny Ankel Denim,denim bottom woven mama fake tapered wide denim jean pocket leg front anklelength real back waist jersey ribbing stretch fit best washed,160
160,160,Mama Heavy Plain 2p Tights,solid tights basic tigh sock nightwear woman fineknit space extra tights growing tummy,161
161,161,Brandon denim cropped,denim short contemporary casual detail regular button denim kneelength waist short 5pocket hardworn fly washed,162
162,162,Push up 70 den 1p Tights,solid tights basic tigh sock nightwear woman elasticated 70 pushup waist denier shape tights lift,163
163,163,Lory sweatpants (1),solid jersey d fancy divided selected fake tapered elasticated pocket drawstring pocket leg waist back hem side low crotch ribbed zipped sweatpants,164
164,164,Didi denim,solid dress d divided selected detail regular denim jean pocket leg waist front back skinny hardworn stretch washed,165
165,165,Danae jeans,patternsolid dstrousers dress d divided selected detail regular denim jean pocket leg waist front back skinny hardworn stretch washed,166
166,166,PICKUP ARTIST cheeky brief,structure swimwear swimwear woman beachwear cutout bikini bottom waist section fully low lined side,167
167,167,OP Push Melbourne^,solid clean lingerieexpressive lingerie woman lingerie moulded shoulder pushup microfibre larger cleavage bra back underwired hookandeye padded strap fuller bust cup adjustable fastening,168
168,168,Bernard half calf socks,solidpatternstripecolour placement printmelangemixed blocking men sport acc men hm sport functional holeknit sock section foot ventilating polyester content fastdrying sport recycled yarn,169
169,169,Basic SS dress,patternstripe basic baby complement essential baby dress organic cotton jersey shortsleeved soft,170
170,170,Elsa high waist,treatment trouser everyday woman collection high superstretch leg waist twill slim 5pocket trouser,171
171,171,Nora Cardigan,treatmentsolid jersey d fancy divided selected cardigan diagonal hood pocket cuff rawedge front hem side lined zip ribbed fabric sweatshirt,172
172,172,Basic SS henley t-shirt,patternstripe basic baby complement essential baby shirt henley top pressstuds organic cotton jersey shortsleeved,173
173,173,Superstretch Fancy denim,treatment dress d divided selected lowrise superstretch pocket leg front back twill skinny trouser washed,174
174,174,WIDEAWAKE triangle,patterncontrast swimwear swimwear woman beachwear moulded tie bikini top larger cleavage back triangle padded fuller lined bust cup neck,175
175,175,WIDEAWAKE tie tanga,structure swimwear swimwear woman beachwear tie bikini bottom waist fully low lined side,176
176,176,ROMY 2p,solidpattern patternmixed girl kid uwnw basic underwear girl shoulder trim cotton jersey strap soft top narrow picot vest,177
177,177,Lizzie,melangesolid jersey basic basic everyday woman top softly draping vneck jersey shortsleeved slight sheen airy,178
178,178,Berlin boot,solid divided shoe accessory divided 6 gore back elastic heel side rubber suede ankle fabric cmankle cm lining boot 65 loop imitation block sol heel insole,179
179,179,NATE  basic S/S solid tee BB,solid jersey basic young boy boy basic underwear organic tshirt cotton jersey soft,180
180,180,ELLA 5-p shaftless,patternsolid girl kid styoung st basic underwear girl elasticated fineknit top sock topfineknit decorative trainer lace elastication,181
181,181,THALES tanktop,solidmelange men bottom sport men hm sport detail functional running top fabric back fastdrying breathable vest reflective,182
182,182,Kim superskinny low waist,solid bottom woven mama fake superstretch pocket leg front real section back waist twill skinny low trouser ribbed washed,183
183,183,Al Car Shoe,solid inactive shoe boot s5 men shoe loafer rubber seam imitation sol decorative moccasin insole lining suede lace fabric,184
184,184,Billie,soliddotpatternmelange jersey top 1woven basicdressbasic everyday basicswomens tailoringdivided woman basicsmama dress tie detachable fitted back cotton jersey soft double neck lining short shoulder top opening waist sleeve doublelayered flounce belt fabric button wide dropped woven bust blendshort neckline sleevesshortsleeved slightly deeper flounced linedcropped round made vest necklineshort,185
185,185,PELLE Basic S/S jersey polo SB,solid jersey kid basic boy boy basic underwear button shirt placket organic cotton jersey ribbed polo collar,186
186,186,KRISTOFF Basic jersey polo BB,solid jersey basic young boy boy basic underwear button shirt placket organic cotton jersey shortsleeved ribbed polo collar,187
187,187,Invisible 3p minishaftless,solid sock tigh sock nightwear woman around shaftless sock thin cotton jersey heel trim silicone,188
188,188,Shaper Shorts (1),solid tights basic tigh sock nightwear woman temperature short help hip soft body heat maintain tummy regulates fabric comfortable 80 thigh denier effectively sculpting functional effect,189
189,189,Micro 2p minishaftless,solidpattern sock socksshopbasket tigh sock nightwear woman top shaftless sock thin place cotton jersey hold elastication,190
190,190,Sportsneaker 3p socks,solid sock socksshopbasket tigh sock nightwear woman lightweight unlined toe functional sock reinforcement fastdrying heel fabric liner,191
191,191,Kattis cat sunglasses,solidtransparent sunglass accessory woman small tinted frame lens uvprotective sunglass plastic,192
192,192,Flirty Kattis Cat (1),solid sunglass accessory woman small tinted frame lens uvprotective sunglass plastic,193
193,193,LIAM 2-pack tanktop SB,solidpattern mixed jersey kid basic boy boy basic underwear organic cotton jersey soft top,194
194,194,Tina NT s/s,stripeembroideryapplication3dpattern nursingjersey mama feature design includes top allowing easier unique jersey help shortsleeved soft layer double retain access nursing warmth,195
195,195,Sandra squared,solidpatternmelange sunglass accessory woman small tinted frame uvprotective lens sunglass plastic,196
196,196,Clubba sunglasses,solid sunglass accessory woman small tinted frame metal uvprotective lens sunglass plastic,197
197,197,Classic Clubba,solid sunglass accessory woman small tinted frame metal uvprotective lens sunglass plastic,198
198,198,Burnie sunglasses,solid sunglass accessory woman small tinted frame detailing metal uvprotective lens sunglass plastic,199
199,199,Lena Rib Dress (1),solidmelangestripe 1 basic divided basic dress sleeveless fitted jersey ribbed,200
200,200,Jersey harem shorts,solid jersey fancy street contemporary elasticated drawstring kneelength pocket waist back short hem side low crotch ribbed fabric sweatshirt,201
201,201,Dress LS Basic,pattern basic baby complement essential baby patterned dress organic cotton jersey soft longsleeved,202
202,202,LS frill dress,patternsolid basic baby complement essential baby patterned dress jerseylongsleeved neckline wide flounce organic hem cotton jersey round soft seam longsleeved,203
203,203,PEP PJ 9.99,pattern girl uwnw young basic underwear girl racer elasticated top waist back short cotton print jersey soft pyjama,204
204,204,Basic overall,melangesolid basic baby complement essential baby hood pocket jerseylined cuff front organic cotton hem ribbing suit allinone zip fabric sweatshirt,205
205,205,LORA,solidpatternstripe girl jersey basic young basic underwear girl elasticated legging waist organic cotton jersey 34length,206
206,206,Harris cross sandal PQ,solid shoe men shoe sol rubber sandal leather,207
207,207,Hilly Biker 2pk LT,solid lingerie functional woman lingerie shaping high longer gusset bum light microfibre waist leg bikers hip lasercut lined effect edge,208
208,208,Hilly Biker 2pk HW LS,solid lingerie functional woman lingerie shaping high longer gusset bum light microfibre waist leg bikers hip lasercut lined effect edge,209
209,209,Mirage Push,solid expressive lingerie woman lingerie back padded pair eye bra two hook fastener cup shoulder cleavage bust moulded pushup larger underwired strap fuller narrow adjustable,210
210,210,Kevin softshell jacket (1),solidpattern men sport top men hm sport waterrepellent drawstring pocket pocket approx 12x17 elastic small zipped hood size hem chin outlet jacket fabric chest cm softshell fleece front side guard zip peak cuff functional thermal inside earphone elastication,211
211,211,Kevin softshell jacket,solid men sport top men hm sport waterrepellent drawstring pocket pocket approx 12x17 elastic small zipped hood size hem chin outlet jacket fabric chest cm softshell fleece front side guard zip peak cuff functional thermal inside earphone elastication,212
212,212,Howie SS Shirt,chambraymelange shirt street contemporary pocket back cotton gently fit good classic tailored shirt short waist open sleeve hem sewnin turnup yoke comfortable chest front create room rounded buttondown collar tapered regular silhouette weave movement,213
213,213,Hanny Padded bra E&F,lace lingerie functional woman lingerie back padded good extrawide support bra hookandeye cup shoulder three provide bust lightly lace row moulded fastener underwired shape strap adjustable,214
214,214,MASOLO PJ LONG LEG 14.99,solidpatternfront mixed print girl uwnw young basic underwear girl raw elasticated cuff drawstring top bottom waist hem hem jersey soft pyjama ribbed longsleeved printed edge,215
215,215,BUDDY 2-pack L/S,solidpatternpatterndotstripe mixed girl jersey basic young basic underwear girl blend cotton soft top longsleeved,216
216,216,HOLMES Sweat Trousers,melange girl jersey basic young basic underwear girl tapered elasticated drawstring pocket blend waist leg organic cotton hem side brushed slimfit soft inside made ribbed sweatpants,217
217,217,SS body with collar,solid basic baby complement essential baby top button pressstuds organic cotton bodysuit jersey shortsleeved crotch collar,218
218,218,Layla Push,solid expressive lingerie woman lingerie microfibre back padded pair eye bra two hook fastened cup fastening shoulder front together cleavage decorative bust moulded pushup larger underwired strap fuller narrow adjustable,219
219,219,Microtights 2pk SG,solid girl kid st basic underwear girl tights waist elasticated thin,220
220,220,2-p micro tights SG,solid girl kid st basic underwear girl tights waist elasticated thin,221
221,221,Basic s/s henley body,stripe basic baby complement essential baby pressstuds front organic cotton bodysuit jersey shortsleeved crotch,222
222,222,2-p Babsan tights BG,pattern girl young st basic underwear girl fineknit tights waist elasticated,223
223,223,Babsan 2-p tights BG,pattern girl young st basic underwear girl fineknit tights waist elasticated,224
224,224,Babsan 2-p tights,solidpattern mixed girl young st basic underwear girl fineknit tights waist elasticated,225
225,225,Kakan 2-p cableknit BG,solid girl young st basic underwear girl elasticated blend waist cotton cableknit tights soft,226
226,226,Kakan 2PACK tights BG,solid girl young st basic underwear girl elasticated blend waist cotton cableknit tights soft,227
227,227,UMBRELLA,solidpattern accessory accessory divided cover cm umbrella folded handle telescopic length matching 23,228
228,228,FANTASTIC SHOPPER,placement print bag accessory divided motif cm top size weave print cotton handle bag two tote 35x41,229
229,229,Boris cap,solid men sport acc men hm sport back ventilating mesh fastener lined cap plastic adjustable,230
